S.No,Store Name,Address,Pincode,Google Pincode,Pincode Match,City,State,Phone,Store Page URL,Place ID,Lat,Long,Google Name,Google Address,Google Lat,Google Long,Business Status,Lookup
638,"Pizza Hut - Arithang, Gangtok",,737101,737101,Yes,Gangtok,Sikkim,,https://restaurants.pizzahut.co.in/pizza-hut-arithang-gangtok-in-sikkim-gangtok-arithang-56051/Home,ChIJCWZqawCl5jkRdoe3O_9xAvA,27.330085,88.611237,"Pizza Hut | Arithang, Gangtok","4th Floor, West Point Mall, Arithang, Gangtok, Sikkim 737101, India",27.330085,88.611237,OPERATIONAL,place_id
639,"Pizza Hut - Adambakkam, Chennai","No 265/3, Shop No 2, Ground Floor, Vanuwampet, Gandhi Street, Adambakkam, Chennai, Tamil Nadu, India",600091,600091,Yes,Chennai,Tamil Nadu,086556 15971,https://restaurants.pizzahut.co.in/pizza-hut-fcd-adambakkam-pizza-restaurant-adambakkam-chennai-123160/Home,ChIJNbgkd8NdUjoRCOitCrjJm1o,12.9802685,80.1990718,"Pizza Hut | Adambakkam, Chennai","Shop No 2, Ground Floor, 265/3, Gandhi St, Usha Nagar, Vanuvampet, Adambakkam, Chennai, Tamil Nadu 600091, India",12.9802685,80.1990718,OPERATIONAL,place_id
640,"Pizza Hut - Adyar, Chennai","Door No 2, Unit No 2, 1st Floor, Latiice Bridge Road, Adyar, Chennai, Tamil Nadu, India",600041,600020,No,Chennai,Tamil Nadu,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-gandhi-nagar-adyar-pizza-restaurant-adyar-chennai-305155/Home,ChIJWcQZzERnUjoRNgr85Tx6QR4,13.006433,80.257287,"Pizza Hut | Adyar, Chennai","Door No 2, Unit No 2, 1st Floor, LB Rd, Baktavatsalm Nagar, Adyar, Chennai, Tamil Nadu 600020, India",13.006433,80.25728699999999,OPERATIONAL,place_id
641,"Pizza Hut - Alandur, Chennai","No 1C, No 15 &16, Kathipara Urban Square, Kathipara Junction,Alandur, Chennai, Tamil Nadu, India",600016,600016,Yes,Chennai,Tamil Nadu,086556 89237,https://restaurants.pizzahut.co.in/pizza-hut-kathipara-guindy-chennai-pizzerias-alandur-chennai-275678/Home,ChIJA4WNsuZnUjoRTenyQvxXyno,13.0072544,80.2028247,"Pizza Hut | Alandur, Chennai","1C, &16, Kathipara Urban Square, 15, Kathipara Junction, Ramapuram, Viralur, Chakrapani Colony, Alandur, St.Thomas Mount, Tamil Nadu 600016, India",13.0072544,80.2028247,OPERATIONAL,place_id
642,"Pizza Hut - Anna Nagar, Chennai","Plot No 995/J, No 172, 2nd Avenue, Anna Nagar, Chennai, Tamil Nadu, India",600040,600040,Yes,Chennai,Tamil Nadu,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-anna-nagar-pizza-restaurant-anna-nagar-chennai-82715/Home,ChIJERf_aHllUjoRRF_YNsuiKyw,13.085456,80.204104,"Pizza Hut | Anna Nagar, Chennai","Plot No 995/J, 172, 2nd Ave, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.085456,80.204104,OPERATIONAL,place_id
643,"Pizza Hut - Ashok Nagar 2, Chennai","Unit No 2, Ground Floor, Phase 1, CMRL, Ashok Nagar, Near ESI, Chennai, Tamil Nadu, India",600083,600078,No,Chennai,Tamil Nadu,086556 89159,https://restaurants.pizzahut.co.in/pizza-hut-ashok-nagar-cmrl-pizza-restaurant-ashok-nagar-chennai-163839/Home,ChIJsz2Owf5nUjoRybqq8tZCOc4,13.0342327,80.2093673,"Pizza Hut | Ashok Nagar 2, Chennai","Unit No 2, Ground Floor, near ESI, Phase 1, CMRL, Ashok Nagar, Chennai, Tamil Nadu 600078, India",13.0342327,80.2093673,OPERATIONAL,place_id
644,"Pizza Hut - Ashok Nagar, Chennai","No C272, 2, 61, 4th Avenue, Sarvamangala Colony, Sri Devi Colony, Ashok Nagar, Chennai, Tamil Nadu, India",600083,600083,Yes,Chennai,Tamil Nadu,086556 89178,https://restaurants.pizzahut.co.in/pizza-hut-ashok-nagar-chennai-pizzerias-ashok-nagar-chennai-294567/Home,ChIJQW1hgkFnUjoRxbkdKA_-4mk,13.0420504,80.2162113,"Pizza Hut | Ashok Nagar, Chennai","No C272, 2, 61, 4th Ave, Sarvamangala Colony, Sri Devi Colony, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0420504,80.2162113,OPERATIONAL,place_id
645,"Pizza Hut - Chrompet, Chennai","No 05, Kamakshi Colony, GST Road, Chromepet, Tambram Sanatorium, Chennai, Tamil Nadu, India",600116,600047,No,Chennai,Tamil Nadu,086556 89250,https://restaurants.pizzahut.co.in/pizza-hut-ph-chrompet-pizza-restaurant-tambram-sanatorium-chennai-136180/Home,ChIJXSKn0XZfUjoRnw5-woBI-bI,12.943156,80.1340967,"Pizza Hut | Chrompet, Chennai","No 05, Grand Southern Trunk Rd, Kamakshi Colony, Chromepet, Tambaram Sanatorium, Tambaram, Tamil Nadu 600047, India",12.943156,80.1340967,OPERATIONAL,place_id
646,"Pizza Hut - ECR Palavakkam, Chennai","No 4/222, Ground Floor, Palavakkam Main Road, East Coast Road, Chennai, Tamil Nadu, India",600041,600115,No,Chennai,Tamil Nadu,086556 15976,https://restaurants.pizzahut.co.in/pizza-hut-east-coast-road-pizza-restaurant-east-coast-road-chennai-82714/Home,ChIJ9z5Fz9ZdUjoR5N4OEuiKhvY,12.9568697,80.2555032,"Pizza Hut | ECR Palavakkam, Chennai","No 4/222, Ground Floor Palavakkam Main Road, SH 49, Sakthimoorthiamman Nagar, Neelankarai, Chennai, Tamil Nadu 600115, India",12.9568697,80.25550319999999,OPERATIONAL,place_id
647,"Pizza Hut - East Tambaram, Chennai","Shop No 257, Velachery Road, Sembakkam, Rajakipakkam, Chennai, Tamil Nadu, India",600073,600073,Yes,Chennai,Tamil Nadu,086556 89238,https://restaurants.pizzahut.co.in/pizza-hut-ph-east-tambaram-pizza-restaurant-rajakipakkam-chennai-125198/Home,ChIJMyAND0xfUjoRUKflq_ZM1H0,12.9226796,80.1519969,"Pizza Hut | East Tambaram, Chennai","Shop No 257, Velachery Main Rd, Sembakkam, Rajakilpakkam, Chennai, Tamil Nadu 600073, India",12.9226796,80.1519969,OPERATIONAL,place_id
648,"Pizza Hut - Express Avenue, Chennai","No 49 & 50L, 3rd Flr, Express Avenue, Whites Road, Royapetta, Chennai, Tamil Nadu, India",600014,600014,Yes,Chennai,Tamil Nadu,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-royapetta-pizza-restaurant-royapetta-chennai-1121/Home,ChIJyWwWZz1mUjoRsZHZhXfjThE,13.0584418,80.2644459,"Pizza Hut | Express Avenue, Chennai","No 49 & 50L, 3rd Flr, Express Avenue, Whites Rd, Express Estate, Royapettah, Chennai, Tamil Nadu 600014, India",13.0584418,80.2644459,OPERATIONAL,place_id
649,Pizza Hut - Forum Mall Chennai,"183, No 303A, 3rd Flr, Forum Vijaya Mall, NSK Salai, Vadapalani, Chennai, Tamil Nadu, India",600026,600026,Yes,Chennai,Tamil Nadu,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-vadapalani-pizza-restaurant-vadapalani-chennai-67063/Home,ChIJ_0L1GYZnUjoRRe3CbOfA2R8,13.0511413,80.2095913,Pizza Hut | Forum Mall Chennai,"183, No 303A, 3rd, Forum Vijaya Mall, NSK Salai Rd, Vadapalani, Chennai, Tamil Nadu 600026, India",13.0511413,80.2095913,OPERATIONAL,place_id
650,"Pizza Hut - Kattupakkam, Chennai","Door No 2/110, SN 184/1B, Mount Poonamallee Road, Kattupakkam, Chennai, Tamil Nadu, India",600056,600056,Yes,Chennai,Tamil Nadu,086556 15974,https://restaurants.pizzahut.co.in/pizza-hut-kattupakkam-pizza-restaurant-kattupakkam-chennai-58293/Home,ChIJq8l-m4VhUjoRZiLrvMPstpM,13.0436257,80.1207104,"Pizza Hut | Kattupakkam, Chennai","Door No 2, 184/1B, 110, SN, Mount Poonamallee Rd, Audica Nagar, Kattupakkam, Chennai, Kattuppakkam, Tamil Nadu 600056, India",13.0436257,80.1207104,OPERATIONAL,place_id
651,"Pizza Hut - Kilpauk Garden Road, Chennai","Door No 43, Plot No 3, Old 2, 3, Kilpauk Garden Road, Chennai, Tamil Nadu, India",600010,600010,Yes,Chennai,Tamil Nadu,086556 89246,https://restaurants.pizzahut.co.in/pizza-hut-kilpauk-garden-road-chennai-in-tamil-nadu-chennai-kilpauk-garden-road-54965/Home,ChIJo4Wr3JJlUjoR6LVggLXpji0,13.083494,80.2396712,"Pizza Hut | Kilpauk Garden Road, Chennai","Door No 43, Plot No 3, Old 2, 3, Kilpauk Garden Road, Kilpauk, Chennai, Tamil Nadu 600010, India",13.083494,80.23967119999999,OPERATIONAL,place_id
652,Pizza Hut - MKB Nagar,,600039,600039,Yes,Chennai,Tamil Nadu,,https://restaurants.pizzahut.co.in/pizza-hut-mkb-nagar-in-tamil-nadu-chennai-mkb-nagar-80131/Home,ChIJj2ZyZoRlUjoRFWDvbQ-8H_c,13.119284,80.259491,Pizza Hut | MKB Nagar,"First Floor, N0-314, MKB Nagar West Ave, Mahakavi Bharathi Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039, India",13.119284,80.259491,OPERATIONAL,place_id
653,"Pizza Hut - Mahindra City, Chennai","Planet Yum Food court, The CaNopy, Mahindra City, Opposite Amul Ice Cream, Chennai, Tamil Nadu, India",600083,603004,No,Chennai,Tamil Nadu,086556 89225,https://restaurants.pizzahut.co.in/pizza-hut-mahindra-city-pizza-restaurant-mahindra-city-chennai-1103/Home,ChIJ_YPlbANeUjoRdlg_xGsujHs,12.7308224,80.0004571,"Pizza Hut | Mahindra City, Chennai","Planet Yum Food court, The CaNopy, opposite Amul Ice Cream, Mahindra World City, Chennai, Veerapuram, Tamil Nadu 603004, India",12.7308224,80.00045709999999,OPERATIONAL,place_id
654,"Pizza Hut - Mogappair, Chennai","Shop No 99, First Floor, Plot No 99, West Mogappair,Main Road,Nolumbur, Chennai, Tamil Nadu, India",600037,600037,Yes,Chennai,Tamil Nadu,086556 15970,https://restaurants.pizzahut.co.in/pizza-hut-nolumbur-pizzerias-nolumbur-chennai-31900/Home,ChIJdX2skrNjUjoRyJjoj1HJgps,,,"Pizza Hut | Mogappair, Chennai","Shop No 99, First Floor, Plot No 99, Paneer Nagar Main Rd, TNHB Phase I, Nolambur, Ambattur Industrial Estate, Chennai, Tamil Nadu 600037, India",13.0808848,80.1638064,OPERATIONAL,text search
655,"Pizza Hut - Perambur, Chennai","New 48, Siva Elango Salai, S No B57, 70 Feet Road, Periyar Nagar West, Perambur, Chennai, Tamil Nadu, India",600082,600082,Yes,Chennai,Tamil Nadu,086556 15963,https://restaurants.pizzahut.co.in/pizza-hut-fcd-perambur-pizza-restaurant-perumbur-chennai-123461/Home,ChIJqc4zJpFlUjoR7K9m5u9eq6Y,13.1142726,80.2273183,"Pizza Hut | Perambur, Chennai","New 48, Siva Elango Salai, S No B57, 70 Feet Rd, Periyar Nagar West, Perambur, Chennai, Tamil Nadu 600082, India",13.1142726,80.2273183,OPERATIONAL,place_id
656,"Pizza Hut - Perumbakkam, Chennai","Plot No 7, Kailash Nagar, Medavakkam Sholinganallur Rd, Perumbakkam, Next to HDFC Bank, Chennai, Tamil Nadu, India",600100,600100,Yes,Chennai,Tamil Nadu,086556 89243,https://restaurants.pizzahut.co.in/pizza-hut-chennai-perumbakkam-pizzerias-perumbakkam-chennai-283574/Home,ChIJi-KwcsFdUjoROy8DH8-q7is,12.906501,80.205101,"Pizza Hut | Perumbakkam, Chennai","Plot No 7, Kailash Nagar Medavakkam, Sholinganallur Main Rd, next to HDFC Bank, Kailash Nagar, Perumbakkam, Tamil Nadu 600100, India",12.906501,80.205101,OPERATIONAL,place_id
657,"Pizza Hut - Perungudi OMR, Chennai","PN 111, DN 7, Thirumalai Nagar Annexe, OMR,Perungudi, Chennai, Tamil Nadu, India",600096,600096,Yes,Chennai,Tamil Nadu,086556 89207,https://restaurants.pizzahut.co.in/pizza-hut-perungudi-pizza-restaurant-perungudi-chennai-36115/Home,ChIJPWvjVTFdUjoR0eQjvBjixqc,12.9580644,80.2438137,"Pizza Hut | Perungudi OMR, Chennai","PN 111, OMR, DN 7, Thirumalai Nagar Annexe, Perungudi, Chennai, Tamil Nadu 600096, India",12.9580644,80.24381369999999,OPERATIONAL,place_id
658,"Pizza Hut - Phoenix Market City, Chennai","Shop No F47, Phoenix Market City Mall, Plot No 142, Velachery Road, Velachery, Chennai, Tamil Nadu, India",600042,600042,Yes,Chennai,Tamil Nadu,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-velachery-pizza-restaurant-velachery-chennai-22484/Home,ChIJB3AdSGJnUjoRa2OFVGH4iJA,12.9912472,80.2168157,"Pizza Hut | Phoenix Market City, Chennai","Shop No F47, Phoenix Market City Mall, Plot No, 142, Velachery Main Rd, Indira Gandhi Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.9912472,80.2168157,OPERATIONAL,place_id
659,"Pizza Hut - RK Salai, Chennai","No 73, Ace Tower, RK Salai, Next to Reliance trends, Chennai, Tamil Nadu, India",600004,600004,Yes,Chennai,Tamil Nadu,086556 15965,https://restaurants.pizzahut.co.in/pizza-hut-rk-salai-pizza-restaurant-rk-salai-chennai-1116/Home,ChIJDUv50uVmUjoRKI7M3ZN3SjE,13.0446921,80.2658862,"Pizza Hut | RK Salai, Chennai","No 73, Ace Tower, Dr Radha Krishnan Salai, next to Reliance trends, Krishnapuram, Royapettah, Chennai, Tamil Nadu 600004, India",13.0446921,80.2658862,OPERATIONAL,place_id
660,"Pizza Hut - Selaiyur, Chennai","No 2, Ground Floor, Tejraj Colony, Agaram Main Road, Selaiyur, Chennai, Tamil Nadu, India",600073,600073,Yes,Chennai,Tamil Nadu,086556 15968,https://restaurants.pizzahut.co.in/pizza-hut-ph-selaiyur-pizzerias-selaiyur-chennai-220308/Home,ChIJO9eNoLxfUjoR65BvU4rXsoU,12.9062298,80.1422217,"Pizza Hut | Selaiyur, Chennai","Ground Floor, Tejraj Colony, 2, Agaram Main Rd., Selaiyur, Tambaram, Tamil Nadu 600073, India",12.9062298,80.1422217,OPERATIONAL,place_id
661,"Pizza Hut - Thoraipakkam, Chennai","No 180 & 181B, 1st Floor, Thamba Okkiyam, Thoraipakkam, Chennai, Tamil Nadu, India",600097,600097,Yes,Chennai,Tamil Nadu,086556 89181,https://restaurants.pizzahut.co.in/pizza-hut-thoraipakkam-pizzerias-thoraipakkam-chennai-289473/Home,ChIJd0s_eaVdUjoReEw3qPhQLo4,12.935251,80.233839,"Pizza Hut | Thoraipakkam, Chennai","No 180 & 181B, 1st Floor Thamba, NJK Avenue, Thoraipakkam, Chennai, Tamil Nadu 600097, India",12.935251,80.233839,OPERATIONAL,place_id
662,"Pizza Hut - Velacherry, Chennai","No 185, Tambaram Road,Vijaya Nagar,Velachery, Chennai, Tamil Nadu, India",600042,600042,Yes,Chennai,Tamil Nadu,086556 15967,https://restaurants.pizzahut.co.in/pizza-hut-velachery-pizza-restaurant-velachery-chennai-22864/Home,ChIJpfaXzpBdUjoRclBAN7e7f_k,12.9724082,80.2191129,"Pizza Hut | Velacherry, Chennai","185, Major Mukund Varadharajan Rd, Navaneetham Nagar, Vijaya Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.9724082,80.2191129,OPERATIONAL,place_id
663,"Pizza Hut - Virugambakkam, Chennai","Unit No 1, 1st Floor, 132/1, Arcot Road, Virugambakkam, Chennai, Tamil Nadu, India",600092,600092,Yes,Chennai,Tamil Nadu,089768 83081,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-virugambakkam-pizza-restaurant-virugambakkam-chennai-171694/Home,ChIJqTG7rXpnUjoRgv49DCpGrDs,13.047373,80.1949301,"Pizza Hut | Virugambakkam, Chennai","Unit No 1, 1st Floor, 132/1, Arcot Rd, Saradha Nagar, Virugambakkam, Chennai, Tamil Nadu 600092, India",13.047373,80.1949301,OPERATIONAL,place_id
664,"Pizza Hut - Wallajah Road, Chennai","Old No 57/62 , New No 111 , 1st Floor, Wallajah Road, Anna Salali, Chennai, Tamil Nadu, India",600002,600002,Yes,Chennai,Tamil Nadu,086558 41207,https://restaurants.pizzahut.co.in/pizza-hut-pizza-restaurant-anna-salali-chennai-308626/Home,ChIJEeDm77VnUjoRlEtx3fmjiFo,13.0667561,80.2735799,"Pizza Hut | Wallajah Road, Chennai","Old No 57/62 , New No 111 , 1st Floor Wallajah Road, Anna Salai, Padupakkam, Triplicane, Chennai, Tamil Nadu 600002, India",13.0667561,80.2735799,OPERATIONAL,place_id
665,"Pizza Hut - Avinashi Road, Coimbatore","Unit No 1258/1260, Avinashi Road, Peelamedu, Coimbatore, Tamil Nadu, India",641004,641037,No,Coimbatore,Tamil Nadu,086556 89239,https://restaurants.pizzahut.co.in/pizza-hut-ph-avinashi-road-pizza-restaurant-peelamedu-coimbatore-136181/Home,ChIJ8fVb6GVZqDsRH6b5p0EWv1Y,11.018133,76.990576,"Pizza Hut | Avinashi Road, Coimbatore","Unit No 1258, 1260, Avinashi Rd, Peelamedu, Coimbatore, Tamil Nadu 641037, India",11.018133,76.99057599999999,OPERATIONAL,place_id
666,"Pizza Hut - Fun Republic Mall, Coimbatore","SN 12 & 13, 1st Floor, Fun Republic Mall, Avinashi Road,Peelamedu, Coimbatore, Tamil Nadu, India",641004,641004,Yes,Coimbatore,Tamil Nadu,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-peelamedu-pizza-restaurant-peelamedu-coimbatore-1112/Home,ChIJCbsoWShYqDsR9IpyiJwFJ64,11.024183,77.0109111,"Pizza Hut | Fun Republic Mall, Coimbatore","1st Floor, Fun Republic Mall, SN 12 & 13, Avinashi Rd, Peelamedu, Coimbatore, Tamil Nadu 641004, India",11.024183,77.0109111,OPERATIONAL,place_id
667,"Pizza Hut - Prozone Mall, Coimbatore","Prozone Mall, Saravanampatty Road, Ganesh Nagar, Coimbatore, Tamil Nadu, India",641035,641035,Yes,Coimbatore,Tamil Nadu,086556 89240,https://restaurants.pizzahut.co.in/pizza-hut-ganesh-nagar-pizza-takeaway-ganesh-nagar-coimbatore-24827/Home,ChIJZ_Z7aAlYqDsR9jQ0Pc-m9ig,11.055935,76.993969,"Pizza Hut | Prozone Mall, Coimbatore","Prozone Mall, Saravanampatti - Kalapatti Rd, Ganesh Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",11.055935,76.99396899999999,OPERATIONAL,place_id
668,"Pizza Hut - R S Puram, Coimbatore","No 170/1 to 3, Silver Mount Building, DB Road, RS Puram, Next to Aroma Bakery, Coimbatore, Tamil Nadu, India",614002,641002,No,Coimbatore,Tamil Nadu,086556 15972,https://restaurants.pizzahut.co.in/pizza-hut-rs-puram-pizza-delivery-rs-puram-coimbatore-1117/Home,ChIJkxWQC2j2qDsRDWOyS3ydHVU,11.0031059,76.9515231,"Pizza Hut | R S Puram, Coimbatore","No 170/1 to 3, Silver Mount Building, Diwan Bahadur Rd, next to Aroma Bakery, Opposite Kennedy Theatre, R.S. Puram, Coimbatore, Tamil Nadu 641002, India",11.0031059,76.9515231,OPERATIONAL,place_id
669,"Pizza Hut - Thudiyalur, Coimbatore","No 33/1, Mettupalayam Road, Thudiyalur, Coimbatore, Tamil Nadu, India",641034,641034,Yes,Coimbatore,Tamil Nadu,086556 89147,https://restaurants.pizzahut.co.in/pizza-hut-ph-thudiyalur-pizza-restaurant-thudiyalur-coimbatore-126827/Home,ChIJw4vnLsP3qDsRTAd6CAeiALI,11.068803,76.94312,"Pizza Hut | Thudiyalur, Coimbatore","No 33, 1, Mettupalayam Main Rd, Sreevatsa Garden, Tatabad, Thudiyalur, Tamil Nadu 641034, India",11.068803,76.94312,OPERATIONAL,place_id
670,"Pizza Hut - Manjakuppam, Cuddalore","No 7, 3rd Flr, Food Court, V Square Mall, Bharathi Road, Manjakuppam, Cuddalore, Tamil Nadu, India",607001,607001,Yes,Cuddalore,Tamil Nadu,086556 15975,https://restaurants.pizzahut.co.in/pizza-hut-cuddalore-tamil-nadu-pizza-restaurant-manjakuppam-cuddalore-300084/Home,ChIJ--UF8ouZVDoRIaGMjgwaMOA,11.7538301,79.7618501,"Pizza Hut | Manjakuppam, Cuddalore","3rd Flr, Food Court, V Square Mall, No 7, Bharathi Rd, Manjakuppam, Cuddalore, Tamil Nadu 607001, India",11.7538301,79.76185009999999,OPERATIONAL,place_id
671,"Pizza Hut - Marina Mall, Egattur",,600130,600130,Yes,Egattur,Tamil Nadu,,https://restaurants.pizzahut.co.in/pizza-hut-marina-mall-egattur-in-tamil-nadu-egattur-marina-mall-59396/Home,ChIJlY_1TKNbUjoRZjZauCo3y5s,12.8361943,80.2292383,"Pizza Hut | Marina Mall, Egattur","Shop- SF-08, 2nd floor, Marina Mall, Egattur, Tamil Nadu 600130, India",12.8361943,80.22923829999999,OPERATIONAL,place_id
672,"Pizza Hut - Brough Road, Erode","No 604, 604/1, 605 to 607, Brough Road, Erode, Tamil Nadu, India",638001,638011,No,Erode,Tamil Nadu,089768 83080,https://restaurants.pizzahut.co.in/pizza-hut-fcd-erode-pizza-restaurant-brough-road-erode-123892/Home,ChIJy_EUUedvqTsREdU980-Afi4,11.3374002,77.711907,"Pizza Hut | Brough Road, Erode","No 604, 604/1, 605 to 607, Brough Rd, Edayankattuvalasu, Erode, Tamil Nadu 638011, India",11.3374002,77.711907,OPERATIONAL,place_id
673,"Pizza Hut - Shanthi Nagar West, Hosur","No 1, Unit 2, Ground Floor, Railway Station Road, Shanthi Nagar West, Opposite Raghavendra Theatre, Hosur, Tamil Nadu, India",635109,635109,Yes,Hosur,Tamil Nadu,086558 41206,https://restaurants.pizzahut.co.in/pizza-hut-station-road-hossur-pizzerias-shanthi-nagar-west-hosur-275739/Home,ChIJ56flAaZxrjsRK_rdCSXBCrU,12.726107,77.8238662,"Pizza Hut | Shanthi Nagar West, Hosur","Unit 2, Ground Floor, No 1, Railway Station Rd, opposite Raghavendra Theatre, Shanthi Nagar West, Hosur, Tamil Nadu 635109, India",12.726107,77.8238662,OPERATIONAL,place_id
674,"Pizza Hut - Chennai Domestic Airport, Kanchipuram","Chennai Domestic Airport, GST Road,Meenambakkam, Next to KFC, Kanchipuram, Tamil Nadu, India",600027,600016,No,Kanchipuram,Tamil Nadu,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-meenambakkam-pizza-restaurant-meenambakkam-kanchipuram-1322/Home,ChIJI_UTlhteUjoROBKGwMY_PcE,12.9842023,80.1673247,"Pizza Hut | Chennai Domestic Airport, Kanchipuram","Domestic Airport, Grand Southern Trunk Rd, next to KFC, Meenambakkam, Chennai, Kanchipuram, Tamil Nadu 600016, India",12.9842023,80.16732470000001,OPERATIONAL,place_id
675,"Pizza Hut - Guduvanchery, Chennai","No 1, Ground Floor, GST Rd, Thailavaram, Potheri, Chengalpattu, Kanchipuram, Tamil Nadu, India",603202,603203,No,Kanchipuram,Tamil Nadu,086556 89244,https://restaurants.pizzahut.co.in/pizza-hut-guduvancherry-pizza-restaurant-chengalpattu-kanchipuram-122975/Home,ChIJU5nxekn3UjoR5qsbNGE_RoY,12.8295057,80.0444085,"Pizza Hut | Guduvanchery, Chennai","No 1, Ground Floor GST Rd, Thailavaram, Potheri, Chengalpattu, Thailavaram, Tamil Nadu 603203, India",12.8295057,80.04440850000002,OPERATIONAL,place_id
676,"Pizza Hut - Injambakkam, Kanchipuram",,600115,600115,Yes,Kanchipuram,Tamil Nadu,,https://restaurants.pizzahut.co.in/pizza-hut-injambakkam-kanchipuram-in-tamil-nadu-kanchipuram-injambakkam-51240/Home,ChIJ1Yc-FrBdUjoR4dMcgsJBbXg,12.9229867,80.2512708,"Pizza Hut | Injambakkam, Kanchipuram","Unit No 1, 41 & 41, East Coast Rd, Cholamandal Artists Village, Injambakkam, Kanchipuram, Chennai, Tamil Nadu 600115, India",12.9229867,80.2512708,OPERATIONAL,place_id
677,Pizza Hut - Kanchipuram,"Door No 97, Ground Floor, Kundrathur Main Road, Gerugambakkam, Kanchipuram, Tamil Nadu, India",600122,600128,No,Kanchipuram,Tamil Nadu,086558 41204,https://restaurants.pizzahut.co.in/pizza-hut-ph-geruhambakkam-chennai-pizza-restaurant-gerugambakkam-kanchipuram-307978/Home,ChIJobGN3bxhUjoR4TUPsUTt5Bw,13.016334,80.137981,Pizza Hut | Kanchipuram,"Door No 97, Ground Floor, 248Q+FHM, Kundrathur Main Rd, Sakthi Avenue, Gerugambakkam, Mowlivakkam, Tamil Nadu 600128, India",13.016334,80.137981,OPERATIONAL,place_id
678,"Pizza Hut - Kelambakkam, Kanchipuram","No 1/364, Ground Floor, Shalom Complex, OMR, Padur, Kelambakkam, Kanchipuram, Tamil Nadu, India",603103,603103,Yes,Kanchipuram,Tamil Nadu,086556 89180,https://restaurants.pizzahut.co.in/pizza-hut-padur-kelambakkam-chennai-pizzerias-kelambakkam-kanchipuram-275677/Home,ChIJ9_xk_mFRUjoRrsxmjgfxQPE,12.7945284,80.222923,"Pizza Hut | Kelambakkam, Kanchipuram","Ground Floor, Shalom Complex, No 1/364, OMR Rd, Padur, Kelambakkam, Tamil Nadu 603103, India",12.7945284,80.222923,OPERATIONAL,place_id
679,"Pizza Hut - Pammal, Chennai","Shop No 13, 1st Floor, YAK Complex, Pammal Main Road, Pammal, Kanchipuram, Tamil Nadu, India",600075,600075,Yes,Kanchipuram,Tamil Nadu,086556 15959,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-pammal-pizza-restaurant-pammal-kanchipuram-171695/Home,ChIJEWYPf9tfUjoRr7VWYRFrnRI,12.971499,80.142319,"Pizza Hut | Pammal, Chennai","Shop No 13, 1st Floor, Yak Complex, Pammal Main Rd, Anna Nagar, Pammal, Tambaram, Tamil Nadu 600075, India",12.971499,80.142319,OPERATIONAL,place_id
680,"Pizza Hut - KK Nagar, Madurai","No 19/3, Gr Flr, Vasuprathaas, 80 Feet Rd, Kk Nagar, Madurai, Tamil Nadu, India",625020,625020,Yes,Madurai,Tamil Nadu,086556 89242,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-madurai-pizza-restaurant-kk-nagar-madurai-171696/Home,ChIJxeSRi_PFADsRM4E9n9gCvyY,9.9293248,78.1434253,"Pizza Hut | KK Nagar, Madurai","19/3, Gr, Flr, Vasuprathaas, 80 Feet Rd, Managiri, KK Nagar, Madurai, Tamil Nadu 625020, India",9.9293248,78.14342529999999,OPERATIONAL,place_id
681,"Pizza Hut - Nagercoil, Kanyakumari","No 171A/3, 1st Floor, Jerrys Enclave, KP Road, Nagercoil, Nagercoil, Tamil Nadu, India",629001,629001,Yes,Nagercoil,Tamil Nadu,086556 89227,https://restaurants.pizzahut.co.in/pizza-hut-fcd-nagercoil-pizza-restaurant-nagercoil-nagercoil-123893/Home,ChIJofrkG7HxBDsRSb3prFchjps,8.178751,77.423598,"Pizza Hut | Nagercoil, Kanyakumari","No 171A/3, 1st Floor, Jerrys Enclave, Kottar-Parvathipuram Rd, Simon Nagar, Nagercoil, Tamil Nadu 629001, India",8.178751,77.423598,OPERATIONAL,place_id
